date,rain,snowdepth,snow,weekday,weekend,holidays,trips,pmt,entries
2014-04-22,0.01,0.0,0.0,3,0,0,461051.0,2307771.0,5573017.0008000005
2014-04-23,0.0,0.0,0.0,4,0,0,499023.0,2441478.0,6133171.0008000005
2014-04-24,0.0,0.0,0.0,5,0,0,502518.0,2548783.0,6273424.9991999995
2014-04-25,0.02,0.0,0.0,6,1,0,523534.0,2646613.0,6238666.0008000005
2014-04-26,0.92,0.0,0.0,7,1,0,537382.0,2740323.0,3818452.0008
2014-04-27,0.0,0.0,0.0,1,0,0,470501.0,2719735.0,3050413.0008
2014-04-28,0.0,0.0,0.0,2,0,0,433795.0,2257286.0,5862190.9991999995
2014-04-29,0.03,0.0,0.0,3,0,0,480772.0,2240231.0,6128556.0
2014-04-30,4.97,0.0,0.0,4,0,0,494833.0,2322576.0,6038034.0
2014-05-01,0.12,0.0,0.0,5,0,0,489816.0,2518699.0,6154368.0
2014-05-02,0.0,0.0,0.0,6,1,0,514069.0,2717870.0,6226354.0008000005
2014-05-03,0.08,0.0,0.0,7,1,0,541183.0,2797933.0,3842683.9992
2014-05-04,0.02,0.0,0.0,1,0,0,472949.0,2735987.0,2997544.9992
2014-05-05,0.0,0.0,0.0,2,0,0,458674.0,2374897.0,5913049.9991999995
2014-05-06,0.0,0.0,0.0,3,0,0,480503.0,2363158.0,6196258.9991999995
2014-05-07,0.0,0.0,0.0,4,0,0,481859.0,2404775.0,6314517.0
2014-05-08,0.41,0.0,0.0,5,0,0,505379.0,2526921.0,6187789.9991999995
2014-05-09,0.04,0.0,0.0,6,1,0,521014.0,2634099.0,6171823.0008000005
2014-05-10,0.37,0.0,0.0,7,1,0,524585.0,2720336.0,3645610.9992
2014-05-11,0.03,0.0,0.0,1,0,0,451187.0,2650135.0,2968368.0
2014-05-12,0.0,0.0,0.0,2,0,0,434922.0,2274008.0,5884006.9991999995
2014-05-13,0.0,0.0,0.0,3,0,0,470500.0,2293070.0,6166828.9991999995
2014-05-14,0.01,0.0,0.0,4,0,0,463953.0,2357181.0,6265000.9991999995
2014-05-15,0.15,0.0,0.0,5,0,0,492003.0,2521436.0,6251347.9991999995
2014-05-16,1.54,0.0,0.0,6,1,0,512919.0,2641760.0,6107347.0008000005
2014-05-17,0.0,0.0,0.0,7,1,0,503892.0,2755918.0,3823534.9992
2014-05-18,0.0,0.0,0.0,1,0,0,470960.0,2801923.0,3208390.9992
2014-05-19,0.0,0.0,0.0,2,0,0,450230.0,2400550.0,5915799.0
2014-05-20,0.0,0.0,0.0,3,0,0,469469.0,2418196.0,6241422.0
2014-05-21,0.0,0.0,0.0,4,0,0,481087.0,2487123.0,6298618.9991999995
2014-05-22,0.24,0.0,0.0,5,0,0,486253.0,2505397.0,6250783.0008000005
2014-05-23,0.91,0.0,0.0,6,1,0,492844.0,2603412.0,6001969.9991999995
2014-05-24,0.4,0.0,0.0,7,1,0,410849.0,2291193.0,3318058.9992
2014-05-25,0.0,0.0,0.0,1,0,0,375779.0,2188241.0,3007428.0
2014-05-26,0.0,0.0,0.0,2,0,1,333950.0,2132069.0,3038692.0008
2014-05-27,0.0,0.0,0.0,3,0,0,430551.0,2231836.0,5846746.9991999995
2014-05-28,0.0,0.0,0.0,4,0,0,469986.0,2348514.0,6123001.9991999995
2014-05-29,0.0,0.0,0.0,5,0,0,487092.0,2445044.0,6162220.9991999995
2014-05-30,0.0,0.0,0.0,6,1,0,501195.0,2529962.0,6186118.9991999995
2014-05-31,0.05,0.0,0.0,7,1,0,509216.0,2682192.0,3654996.0
2014-06-01,0.0,0.0,0.0,1,0,0,432193.0,2638443.0,3009183.0
2014-06-02,0.0,0.0,0.0,2,0,0,425560.0,2234065.0,5814394.9991999995
2014-06-03,0.12,0.0,0.0,3,0,0,460082.0,2233486.0,6057294.0
2014-06-04,0.0,0.0,0.0,4,0,0,479853.0,2349670.0,6088536.0
2014-06-05,0.87,0.0,0.0,5,0,0,498783.0,2506409.0,5832615.0
2014-06-06,0.0,0.0,0.0,6,1,0,492199.0,2540380.0,6153262.9991999995
2014-06-07,0.0,0.0,0.0,7,1,0,501395.0,2625466.0,3810423.0
2014-06-08,0.0,0.0,0.0,1,0,0,432005.0,2611632.0,3219717.0
2014-06-09,1.6,0.0,0.0,2,0,0,437547.0,2299183.0,5641897.0008000005
2014-06-10,0.0,0.0,0.0,3,0,0,461160.0,2248990.0,6061279.9991999995
2014-06-11,0.02,0.0,0.0,4,0,0,474619.0,2338326.0,6167041.9991999995
2014-06-12,0.07,0.0,0.0,5,0,0,496022.0,2516291.0,6158241.0
2014-06-13,1.28,0.0,0.0,6,1,0,493616.0,2493819.0,5964978.0
2014-06-14,0.0,0.0,0.0,7,1,0,484753.0,2573121.0,3624514.0008
2014-06-15,0.0,0.0,0.0,1,0,0,411848.0,2481401.0,2957616.0
2014-06-16,0.0,0.0,0.0,2,0,0,420686.0,2223957.0,5750619.0
2014-06-17,0.0,0.0,0.0,3,0,0,446836.0,2212925.0,6078844.9991999995
2014-06-18,0.0,0.0,0.0,4,0,0,469912.0,2327778.0,6119559.0
2014-06-19,0.15,0.0,0.0,5,0,0,484261.0,2470828.0,6069387.0
2014-06-20,0.0,0.0,0.0,6,1,0,482736.0,2507723.0,5971390.0008000005
2014-06-21,0.0,0.0,0.0,7,1,0,470535.0,2515884.0,3841278.0
2014-06-22,0.0,0.0,0.0,1,0,0,427796.0,2559470.0,3085987.0008
2014-06-23,0.0,0.0,0.0,2,0,0,410741.0,2204688.0,5687866.9991999995
2014-06-24,0.0,0.0,0.0,3,0,0,439399.0,2196952.0,5935449.0
2014-06-25,0.08,0.0,0.0,4,0,0,465418.0,2319530.0,6014050.9991999995
2014-06-26,0.07,0.0,0.0,5,0,0,483983.0,2530123.0,6082642.0008000005
2014-06-27,0.0,0.0,0.0,6,1,0,471372.0,2492570.0,5860708.0008000005
2014-06-28,0.0,0.0,0.0,7,1,0,469208.0,2532940.0,3710971.9992
2014-06-29,0.0,0.0,0.0,1,0,0,399945.0,2380823.0,3216439.0008
2014-06-30,0.0,0.0,0.0,2,0,0,407042.0,2118299.0,5541868.0008000005
2014-07-01,0.0,0.0,0.0,3,0,0,443286.0,2140716.0,5743729.0008000005
2014-07-02,0.96,0.0,0.0,4,0,0,436957.0,2095138.0,5815395.0
2014-07-03,1.78,0.0,0.0,5,0,0,414815.0,2141203.0,5435602.9991999995
2014-07-04,0.14,0.0,0.0,6,1,1,307728.0,1806643.0,2773675.0008
2014-07-05,0.0,0.0,0.0,7,1,0,306374.0,1770025.0,3148201.0008
2014-07-06,0.0,0.0,0.0,1,0,0,311432.0,1974221.0,2776366.9992
2014-07-07,0.04,0.0,0.0,2,0,0,376044.0,2025563.0,5415886.0008000005
2014-07-08,0.39,0.0,0.0,3,0,0,432495.0,2090366.0,5722615.0008000005
2014-07-09,0.09,0.0,0.0,4,0,0,446062.0,2191666.0,5802988.0008000005
2014-07-10,0.0,0.0,0.0,5,0,0,453448.0,2252162.0,5859979.9991999995
2014-07-11,0.0,0.0,0.0,6,1,0,455803.0,2314725.0,5743672.9991999995
2014-07-12,0.0,0.0,0.0,7,1,0,444387.0,2351505.0,3602908.9992
2014-07-13,0.03,0.0,0.0,1,0,0,407958.0,2342178.0,2850234.0
2014-07-14,0.46,0.0,0.0,2,0,0,413913.0,2115169.0,5458720.9991999995
2014-07-15,1.3,0.0,0.0,3,0,0,434142.0,2084812.0,5650143.0
2014-07-16,0.0,0.0,0.0,4,0,0,446644.0,2257153.0,5761147.9991999995
2014-07-17,0.0,0.0,0.0,5,0,0,454269.0,2334981.0,5960712.0
2014-07-18,0.0,0.0,0.0,6,1,0,457315.0,2365842.0,5738518.0008000005
2014-07-19,0.0,0.0,0.0,7,1,0,442525.0,2366672.0,3581551.0008
2014-07-20,0.0,0.0,0.0,1,0,0,396098.0,2345432.0,2975091.0
2014-07-21,0.0,0.0,0.0,2,0,0,396716.0,2104524.0,5486224.9991999995
2014-07-22,0.0,0.0,0.0,3,0,0,444685.0,2169230.0,5887831.9991999995
2014-07-23,0.19,0.0,0.0,4,0,0,463959.0,2273222.0,5912835.0
2014-07-24,0.0,0.0,0.0,5,0,0,458884.0,2355112.0,5896591.9991999995
2014-07-25,0.0,0.0,0.0,6,1,0,458482.0,2420682.0,5749234.9991999995
2014-07-26,0.0,0.0,0.0,7,1,0,445440.0,2407725.0,3592399.0008
2014-07-27,0.02,0.0,0.0,1,0,0,401529.0,2354415.0,2916849.0
2014-07-28,0.19,0.0,0.0,2,0,0,366529.0,1965791.0,5419555.0008000005
2014-07-29,0.0,0.0,0.0,3,0,0,420172.0,2116721.0,5716504.0008000005
2014-07-30,0.0,0.0,0.0,4,0,0,438941.0,2221784.0,5911356.0
2014-07-31,0.0,0.0,0.0,5,0,0,450682.0,2316997.0,5823598.9991999995
2014-08-01,0.0,0.0,0.0,6,1,0,450678.0,2347628.0,5681029.9991999995
2014-08-02,0.41,0.0,0.0,7,1,0,437502.0,2368952.0,3374385.0
2014-08-03,0.07,0.0,0.0,1,0,0,395405.0,2318688.0,2899090.0008
2014-08-04,0.0,0.0,0.0,2,0,0,390528.0,2093682.0,5463180.0
2014-08-05,0.0,0.0,0.0,3,0,0,419860.0,2113201.0,5709243.0
2014-08-06,0.0,0.0,0.0,4,0,0,437016.0,2197122.0,5771719.0008000005
2014-08-07,0.0,0.0,0.0,5,0,0,443964.0,2302430.0,5826019.0008000005
2014-08-08,0.0,0.0,0.0,6,1,0,443012.0,2318481.0,5643607.9991999995
2014-08-09,0.0,0.0,0.0,7,1,0,417593.0,2289208.0,3587113.0008
2014-08-10,0.0,0.0,0.0,1,0,0,369678.0,2227473.0,3003414.0
2014-08-11,0.0,0.0,0.0,2,0,0,375265.0,2030850.0,5325178.0008000005
2014-08-12,0.19,0.0,0.0,3,0,0,410962.0,2038262.0,5543281.9991999995
2014-08-13,0.53,0.0,0.0,4,0,0,431922.0,2154609.0,5509891.0008000005
2014-08-14,0.0,0.0,0.0,5,0,0,436664.0,2277787.0,5663854.9991999995
2014-08-15,0.0,0.0,0.0,6,1,0,441452.0,2342722.0,5487253.0008000005
2014-08-16,0.0,0.0,0.0,7,1,0,416736.0,2297908.0,3437167.0008
2014-08-17,0.01,0.0,0.0,1,0,0,377789.0,2272364.0,2815972.0008
2014-08-18,0.0,0.0,0.0,2,0,0,374323.0,2041128.0,5152582.9991999995
2014-08-19,0.0,0.0,0.0,3,0,0,403552.0,2036133.0,5438760.0
2014-08-20,0.0,0.0,0.0,4,0,0,419826.0,2146933.0,5549934.0
2014-08-21,0.35,0.0,0.0,5,0,0,439047.0,2273181.0,5533948.9991999995
2014-08-22,0.06,0.0,0.0,6,1,0,417200.0,2226998.0,5338611.0
2014-08-23,0.01,0.0,0.0,7,1,0,400056.0,2208864.0,3402328.0008
2014-08-24,0.0,0.0,0.0,1,0,0,361754.0,2221604.0,2926351.9992
2014-08-25,0.0,0.0,0.0,2,0,0,355773.0,1940601.0,5166321.0
2014-08-26,0.0,0.0,0.0,3,0,0,386986.0,1976225.0,5421922.0008000005
2014-08-27,0.0,0.0,0.0,4,0,0,413160.0,2098800.0,5542066.0008000005
2014-08-28,0.0,0.0,0.0,5,0,0,412200.0,2181669.0,5613552.0
2014-08-29,0.0,0.0,0.0,6,1,0,407919.0,2241639.0,5388168.0
2014-08-30,0.0,0.0,0.0,7,1,0,373997.0,2117192.0,3384774.0
2014-08-31,0.62,0.0,0.0,1,0,0,350232.0,2030975.0,2822218.0008
2014-09-01,0.0,0.0,0.0,2,0,1,317013.0,2016405.0,2811103.9992
2014-09-02,0.0,0.0,0.0,3,0,0,405993.0,2095263.0,5499808.0008000005
2014-09-03,0.0,0.0,0.0,4,0,0,438633.0,2163415.0,5880703.0008000005
2014-09-04,0.0,0.0,0.0,5,0,0,466651.0,2303311.0,6159426.0
2014-09-05,0.0,0.0,0.0,6,1,0,493894.0,2426825.0,6094465.0008000005
2014-09-06,0.11,0.0,0.0,7,1,0,500064.0,2527338.0,3502293.0
2014-09-07,0.0,0.0,0.0,1,0,0,443142.0,2510621.0,2962134.0
2014-09-08,0.0,0.0,0.0,2,0,0,427967.0,2216674.0,5944252.0008000005
2014-09-09,0.0,0.0,0.0,3,0,0,448211.0,2173187.0,6183846.0
2014-09-10,0.0,0.0,0.0,4,0,0,463758.0,2268825.0,6311890.0008000005
2014-09-11,0.0,0.0,0.0,5,0,0,475788.0,2301796.0,6237112.0008000005
2014-09-12,0.0,0.0,0.0,6,1,0,483917.0,2427940.0,6260032.0008000005
2014-09-13,0.26,0.0,0.0,7,1,0,510603.0,2561631.0,3463192.0008
2014-09-14,0.0,0.0,0.0,1,0,0,447968.0,2544120.0,2885158.9992
2014-09-15,0.0,0.0,0.0,2,0,0,419340.0,2148886.0,5948044.9991999995
2014-09-16,0.37,0.0,0.0,3,0,0,444936.0,2119791.0,6181050.0
2014-09-17,0.0,0.0,0.0,4,0,0,448541.0,2206310.0,6356332.0008000005
2014-09-18,0.0,0.0,0.0,5,0,0,461448.0,2346676.0,6387444.0
2014-09-19,0.0,0.0,0.0,6,1,0,485858.0,2495503.0,6332134.0008000005
2014-09-20,0.0,0.0,0.0,7,1,0,489564.0,2530424.0,3837592.0008
2014-09-21,0.15,0.0,0.0,1,0,0,399927.0,2407929.0,3206182.0008
2014-09-22,0.0,0.0,0.0,2,0,0,391161.0,2082399.0,6108520.0008000005
2014-09-23,0.0,0.0,0.0,3,0,0,398380.0,1973158.0,6345171.0
2014-09-24,0.0,0.0,0.0,4,0,0,414101.0,2050414.0,6250354.0008000005
2014-09-25,0.32,0.0,0.0,5,0,0,423866.0,2095042.0,5367078.0
2014-09-26,0.0,0.0,0.0,6,1,0,445636.0,2265309.0,5599921.9991999995
2014-09-27,0.0,0.0,0.0,7,1,0,483999.0,2519075.0,3703267.9992
2014-09-28,0.0,0.0,0.0,1,0,0,430997.0,2517599.0,3070753.9992
2014-09-29,0.0,0.0,0.0,2,0,0,397887.0,2086355.0,5901984.0
2014-09-30,0.0,0.0,0.0,3,0,0,432999.0,2074631.0,6147175.9991999995
2014-10-01,0.02,0.0,0.0,4,0,0,455408.0,2165594.0,6270451.9991999995
2014-10-02,0.0,0.0,0.0,5,0,0,464582.0,2296577.0,6317371.9991999995
2014-10-03,0.0,0.0,0.0,6,1,0,482410.0,2407467.0,6147924.0
2014-10-04,1.18,0.0,0.0,7,1,0,464703.0,2292533.0,3235864.9992
2014-10-05,0.0,0.0,0.0,1,0,0,413301.0,2371282.0,3056002.0008
2014-10-06,0.0,0.0,0.0,2,0,0,407082.0,2101800.0,5961960.0
2014-10-07,0.06,0.0,0.0,3,0,0,434549.0,2076465.0,6256290.0
2014-10-08,0.04,0.0,0.0,4,0,0,453417.0,2223675.0,6336405.0
2014-10-09,0.0,0.0,0.0,5,0,0,474558.0,2389180.0,6284115.0
2014-10-10,0.0,0.0,0.0,6,1,0,487017.0,2531129.0,6206590.9991999995
2014-10-11,0.33,0.0,0.0,7,1,0,506502.0,2576152.0,3554818.9992
2014-10-12,0.0,0.0,0.0,1,0,0,434824.0,2542090.0,3156481.0008
2014-10-13,0.05,0.0,0.0,2,0,1,386788.0,2123797.0,4536862.0008000005
2014-10-14,0.0,0.0,0.0,3,0,0,428845.0,2169474.0,6164383.0008000005
2014-10-15,0.69,0.0,0.0,4,0,0,453888.0,2225727.0,6285048.0
2014-10-16,1.11,0.0,0.0,5,0,0,478908.0,2383429.0,6120036.0
2014-10-17,0.0,0.0,0.0,6,1,0,489477.0,2527953.0,3787743.0
2014-10-18,0.0,0.0,0.0,7,1,0,510766.0,2618853.0,6141205.9991999995
2014-10-19,0.0,0.0,0.0,1,0,0,458920.0,2607683.0,3051655.9992
2014-10-20,0.0,0.0,0.0,2,0,0,413976.0,2166661.0,5935669.9991999995
2014-10-21,0.11,0.0,0.0,3,0,0,442915.0,2136944.0,6208521.0
2014-10-22,1.51,0.0,0.0,4,0,0,459021.0,2167536.0,6186472.9991999995
2014-10-23,0.61,0.0,0.0,5,0,0,468996.0,2340476.0,6302394.0
2014-10-24,0.0,0.0,0.0,6,1,0,489157.0,2522403.0,6280114.0008000005
2014-10-25,0.01,0.0,0.0,7,1,0,498144.0,2543041.0,3748728.0
2014-10-26,0.0,0.0,0.0,1,0,0,438274.0,2522106.0,2989200.0
2014-10-27,0.0,0.0,0.0,2,0,0,409350.0,2102535.0,5947044.0
2014-10-28,0.0,0.0,0.0,3,0,0,432127.0,2088284.0,6274137.0
2014-10-29,0.0,0.0,0.0,4,0,0,451469.0,2170670.0,6355461.0
2014-10-30,0.0,0.0,0.0,5,0,0,466654.0,2328812.0,6435651.0
2014-10-31,0.05,0.0,0.0,6,1,0,491385.0,2426827.0,6288409.9991999995
2014-11-01,0.35,0.0,0.0,7,1,0,558309.0,2772392.0,3616990.9992
2014-11-02,0.0,0.0,0.0,1,0,0,432901.0,2392327.0,3216957.0
2014-11-03,0.0,0.0,0.0,2,0,0,409908.0,2133636.0,6087747.0
2014-11-04,0.0,0.0,0.0,3,0,0,422121.0,2059068.0,5819563.0008000005
2014-11-05,0.0,0.0,0.0,4,0,0,446266.0,2160347.0,6346096.0008000005
2014-11-06,0.37,0.0,0.0,5,0,0,467356.0,2275721.0,6236512.9991999995
2014-11-07,0.0,0.0,0.0,6,1,0,483571.0,2446398.0,6373257.0
2014-11-08,0.0,0.0,0.0,7,1,0,512638.0,2530325.0,3718737.0
2014-11-09,0.0,0.0,0.0,1,0,0,442961.0,2471560.0,2891137.0008
2014-11-10,0.0,0.0,0.0,2,0,0,404781.0,2049665.0,5996173.0008000005
2014-11-11,0.0,0.0,0.0,3,0,1,399599.0,1981465.0,5426461.9991999995
2014-11-12,0.0,0.0,0.0,4,0,0,442006.0,2119190.0,6308479.0008000005
2014-11-13,0.2,0.0,0.0,5,0,0,461238.0,2220230.0,6350062.9991999995
2014-11-14,0.06,0.0,0.0,6,1,0,488509.0,2390465.0,6255888.0
2014-11-15,0.0,0.0,0.0,7,1,0,505067.0,2476354.0,3676717.0008
2014-11-16,0.03,0.0,0.0,1,0,0,438900.0,2438285.0,2799336.0
2014-11-17,1.54,0.0,0.0,2,0,0,399814.0,1959472.0,5794506.0
2014-11-18,0.0,0.0,0.0,3,0,0,453612.0,2101912.0,6203014.9991999995
2014-11-19,0.0,0.0,0.0,4,0,0,455683.0,2136141.0,6275806.0008000005
2014-11-20,0.0,0.0,0.0,5,0,0,455246.0,2233115.0,6335674.0008000005
2014-11-21,0.0,0.0,0.0,6,1,0,492018.0,2404002.0,6279169.9991999995
2014-11-22,0.0,0.0,0.0,7,1,0,512902.0,2496842.0,3676524.0
2014-11-23,0.0,0.0,0.0,1,0,0,423227.0,2282945.0,2887287.0
2014-11-24,0.7,0.0,0.0,2,0,0,396283.0,1876876.0,5981302.9991999995
2014-11-25,0.0,0.0,0.0,3,0,0,406619.0,1980565.0,6289429.9991999995
2014-11-26,1.24,0.0,0.2,4,0,0,422702.0,1976672.0,5573518.0008000005
2014-11-27,0.02,0.0,0.0,5,0,0,294524.0,1656803.0,2415007.0008
2014-11-28,0.0,0.0,0.0,6,1,0,345754.0,1644113.0,3835317.0
2014-11-29,0.0,0.0,0.0,7,1,0,393002.0,2098420.0,3114214.0008
2014-11-30,0.0,0.0,0.0,1,0,0,367589.0,2223206.0,2676346.0008
2014-12-01,0.09,0.0,0.0,2,0,0,396471.0,2124808.0,5972137.0008000005
2014-12-02,0.08,0.0,0.0,3,0,0,438116.0,2080859.0,6157980.0
2014-12-03,0.06,0.0,0.0,4,0,0,435577.0,2105639.0,6333420.0
2014-12-04,0.0,0.0,0.0,5,0,0,455604.0,2275121.0,6427123.0008000005
2014-12-05,0.51,0.0,0.0,6,1,0,492915.0,2408399.0,6366060.0
2014-12-06,1.22,0.0,0.0,7,1,0,506013.0,2406516.0,3580672.9992
2014-12-07,0.04,0.0,0.0,1,0,0,457889.0,2471932.0,3032260.9992
2014-12-08,0.0,0.0,0.0,2,0,0,428277.0,2114081.0,6036564.0
2014-12-09,2.54,0.0,0.0,3,0,0,434454.0,2002143.0,5805766.0008000005
2014-12-10,0.08,0.0,1.0,4,0,0,444410.0,2126659.0,6297090.0
2014-12-11,0.01,1.2,0.0,5,0,0,466618.0,2382419.0,6387331.0008000005
2014-12-12,0.0,0.0,0.0,6,1,0,493664.0,2503398.0,6358771.0008000005
2014-12-13,0.0,0.0,0.0,7,1,0,497873.0,2455922.0,4061332.0008
2014-12-14,0.0,0.0,0.0,1,0,0,438364.0,2420532.0,3107397.0
2014-12-15,0.0,0.0,0.0,2,0,0,407900.0,2050275.0,6067098.0
2014-12-16,0.2,0.0,0.0,3,0,0,437039.0,2061032.0,6237693.0
2014-12-17,0.02,0.0,0.0,4,0,0,453737.0,2185290.0,6324595.0008000005
2014-12-18,0.0,0.0,0.0,5,0,0,479420.0,2373897.0,6361057.0008000005
2014-12-19,0.0,0.0,0.0,6,1,0,505768.0,2534432.0,6323209.0008000005
2014-12-20,0.0,0.0,0.0,7,1,0,491215.0,2495081.0,3847881.0
2014-12-21,0.0,0.0,0.0,1,0,0,417230.0,2229883.0,3080055.0
2014-12-22,0.04,0.0,0.0,2,0,0,379637.0,1849707.0,5757049.0008000005
2014-12-23,0.16,0.0,0.0,3,0,0,381907.0,1859673.0,5688625.0008000005
2014-12-24,0.8,0.0,0.0,4,0,0,346224.0,1657116.0,4189669.9992
2014-12-25,0.09,0.0,0.0,5,0,1,209058.0,1249978.0,1985217.0
2014-12-26,0.0,0.0,0.0,6,1,0,276876.0,1535565.0,3975538.9992
2014-12-27,0.0,0.0,0.0,7,1,0,321554.0,1854183.0,3429639.0
2014-12-28,0.1,0.0,0.0,1,0,0,321802.0,1970156.0,2797111.0008
2014-12-29,0.0,0.0,0.0,2,0,0,337412.0,1836809.0,5073883.9991999995
2014-12-30,0.0,0.0,0.0,3,0,0,375391.0,1940227.0,5265960.0
2014-12-31,0.0,0.0,0.0,4,0,0,402747.0,1947323.0,4769017.0008000005
2015-01-01,0.0,0.0,0.0,5,0,1,379100.0,2261719.0,2684399.1311999997
2015-01-02,0.0,0.0,0.0,6,1,0,343173.0,1829224.0,4492607.272799999
2015-01-03,0.71,0.0,0.0,7,1,0,404471.0,2066186.0,3054589.0992
2015-01-04,0.3,0.0,0.0,1,0,0,326607.0,1898871.0,2467239.2856
2015-01-05,0.0,0.0,0.0,2,0,0,360755.0,1850474.0,5662639.4064
2015-01-06,0.05,0.0,1.0,3,0,0,381827.0,1744011.0,5610902.7912
2015-01-07,0.0,1.2,0.0,4,0,0,426930.0,1881647.0,5659376.9376
2015-01-08,0.0,0.0,0.0,5,0,0,447938.0,2001442.0,5467732.7664
2015-01-09,0.07,0.0,1.5,6,1,0,445043.0,2037584.0,5694953.82
2015-01-10,0.0,1.2,0.0,7,1,0,512262.0,2355782.0,3129056.6784
2015-01-11,0.0,1.2,0.0,1,0,0,416736.0,2180604.0,2465044.7592
2015-01-12,0.36,0.0,0.0,2,0,0,393700.0,1830689.0,5188543.5888
2015-01-13,0.0,0.0,0.0,3,0,0,445627.0,1979988.0,5877708.612
2015-01-14,0.0,0.0,0.0,4,0,0,439325.0,2010558.0,5839811.0688
2015-01-15,0.0,0.0,0.0,5,0,0,447794.0,2105772.0,5898491.6592
2015-01-16,0.0,0.0,0.0,6,1,0,474746.0,2248309.0,5550767.6088000005
2015-01-17,0.0,0.0,0.0,7,1,0,473643.0,2216366.0,3204552.3192
2015-01-18,2.1,0.0,0.0,1,0,0,424148.0,2109689.0,2223383.1348
2015-01-19,0.0,0.0,0.0,2,0,1,340427.0,1800462.0,3549279.1607999997
2015-01-20,0.0,0.0,0.0,3,0,0,402648.0,1869083.0,5775658.1016
2015-01-21,0.0,0.0,0.0,4,0,0,428722.0,1918396.0,5818624.1448
2015-01-22,0.0,0.0,0.0,5,0,0,449256.0,2062697.0,5907439.8624
2015-01-23,0.0,0.0,0.0,6,1,0,469152.0,2152990.0,5862372.4728
2015-01-24,0.72,3.1,3.6,7,1,0,457587.0,2099797.0,2981416.3032
2015-01-25,0.0,2.0,0.0,1,0,0,404678.0,2102680.0,2624641.62
2015-01-26,0.48,2.0,5.5,2,0,0,228412.0,1001606.0,5101331.0232
2015-01-27,0.36,7.9,4.3,3,0,0,134829.0,517359.0,1272638.22312
2015-01-28,0.0,7.9,0.0,4,0,0,377698.0,1730397.0,5675539.2072
2015-01-29,0.02,5.9,0.0,5,0,0,429099.0,1973046.0,5974889.181600001
2015-01-30,0.06,7.1,1.0,6,1,0,480210.0,2158268.0,5878795.9248
2015-01-31,0.0,7.1,0.0,7,1,0,516690.0,2330539.0,3187381.3055999996
2015-02-01,0.03,5.9,0.3,1,0,0,420126.0,2145630.0,2538473.6664
2015-02-02,1.02,7.1,5.0,2,0,0,334664.0,1544158.0,5091514.3992
2015-02-03,0.0,7.9,0.0,3,0,0,418063.0,1976322.0,5910383.256
2015-02-04,0.0,7.9,0.0,4,0,0,412773.0,1886778.0,6094866.744
2015-02-05,0.0,7.9,0.0,5,0,0,456504.0,2082194.0,6113604.7128
2015-02-06,0.0,7.9,0.0,6,1,0,473745.0,2162208.0,5905842.5568
2015-02-07,0.02,7.9,0.0,7,1,0,482401.0,2223290.0,3278345.6711999997
2015-02-08,0.0,7.9,0.0,1,0,0,407587.0,2129817.0,2564639.712
2015-02-09,0.09,7.9,0.0,2,0,0,378710.0,1701613.0,5578407.12
2015-02-10,0.01,7.9,0.1,3,0,0,421810.0,1914831.0,6023873.4408
2015-02-11,0.0,7.9,0.0,4,0,0,444170.0,2025418.0,6163878.9336
2015-02-12,0.0,7.9,0.0,5,0,0,460456.0,2185740.0,5932564.704000001
2015-02-13,0.0,7.9,0.0,6,1,0,482551.0,2365720.0,5946239.584799999
2015-02-14,0.02,7.9,0.9,7,1,0,498113.0,2395678.0,3316346.7144
2015-02-15,0.0,9.1,0.0,1,0,0,455981.0,2247574.0,2437059.06
2015-02-16,0.0,9.1,0.0,2,0,1,409811.0,2117479.0,3158518.308
2015-02-17,0.14,11.8,3.3,3,0,0,391637.0,1937121.0,5476476.1368
2015-02-18,0.0,9.1,0.0,4,0,0,433710.0,2044881.0,5732432.7288
2015-02-19,0.0,9.1,0.0,5,0,0,474319.0,2180005.0,5585410.6632
2015-02-20,0.0,9.1,0.0,6,1,0,495445.0,2281899.0,5349063.7248
2015-02-21,0.61,9.1,3.0,7,1,0,452329.0,2122874.0,3099212.6088
2015-02-22,0.1,13.0,1.0,1,0,0,396210.0,2176572.0,2549140.9128
2015-02-23,0.0,11.8,0.0,2,0,0,429017.0,2086883.0,5708667.033600001
2015-02-24,0.0,11.8,0.0,3,0,0,445460.0,2003710.0,5989244.5608
2015-02-25,0.0,11.8,0.0,4,0,0,441332.0,2066502.0,6043647.6384000005
2015-02-26,0.0,11.0,0.0,5,0,0,468516.0,2208176.0,6097901.0688
2015-02-27,0.0,11.0,0.0,6,1,0,483674.0,2296536.0,6020953.0944
2015-02-28,0.0,11.0,0.0,7,1,0,496374.0,2362822.0,3379213.7424000003
2015-03-01,0.52,9.8,4.8,1,0,0,382395.0,2041226.0,2523168.9455999997
2015-03-02,0.0,15.0,0.0,2,0,0,385777.0,2001335.0,5698542.2544
2015-03-03,0.67,14.2,1.8,3,0,0,395033.0,1803944.0,6179703.0024
2015-03-04,0.25,13.0,0.0,4,0,0,432926.0,2012609.0,6047080.3248
2015-03-05,0.76,13.0,7.5,5,0,0,363663.0,1615122.0,5408187.6048
2015-03-06,0.0,18.9,0.0,6,1,0,443477.0,2268388.0,5961720.9216
2015-03-07,0.0,18.1,0.0,7,1,0,500926.0,2454421.0,3509505.9528
2015-03-08,0.0,16.1,0.0,1,0,0,408800.0,2261217.0,2657667.5952
